Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Store: correct
1,1727370675912,26/09/2024 17:11:15,1727352675912,-5,26/09/2024 07:11:15,187004,3,task-mkiw,repeat-3dmk#1->-repeat-tj2w#1,40291175,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Retry (Memory),2,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1727370679757,26/09/2024 17:11:19,1727352679757,-5,26/09/2024 07:11:19,187004,3,task-mkiw,repeat-3dmk#1->-repeat-tj2w#1,40291175,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Retry (Memory),2,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Retry Instructions,Screen 1,iwrmq7,1,continue,,3847.4119999046325,3835.9120000000003,3847.4119999046325,3847.4119999046325,3835.9120000000003,3847.4119999046325,1,3847.4119999046325,0,0,,Click To Continue,Continue Button,2,object-2,Retry Instructions,,77
3,1727370679757,26/09/2024 17:11:19,1727352679757,-5,26/09/2024 07:11:19,187004,3,task-mkiw,repeat-3dmk#1->-repeat-tj2w#1,40291175,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Retry (Memory),2,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1727370736200,26/09/2024 17:12:16,1727352736200,-5,26/09/2024 07:12:16,187004,3,task-mkiw,repeat-3dmk#1->-repeat-tj2w#2,40291233,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Retry (Memory),2,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1727370738033,26/09/2024 17:12:18,1727352738033,-5,26/09/2024 07:12:18,187004,3,task-mkiw,repeat-3dmk#1->-repeat-tj2w#2,40291233,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Retry (Memory),2,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Retry Instructions,Screen 1,iwrmq7,1,continue,,1850.5000000953673,1834.6,1850.5000000953673,1850.5000000953673,1834.6,1850.5000000953673,1,1850.5000000953673,0,0,,Click To Continue,Continue Button,2,object-2,Retry Instructions,,77
3,1727370738033,26/09/2024 17:12:18,1727352738033,-5,26/09/2024 07:12:18,187004,3,task-mkiw,repeat-3dmk#1->-repeat-tj2w#2,40291233,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Retry (Memory),2,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1727370778063,26/09/2024 17:12:58,1727356378063,-4,26/09/2024 09:12:58,187004,3,task-mkiw,repeat-3dmk#3->-repeat-tj2w#1,40291264,BLIND,11758523,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,0,Retry (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1727370779692,26/09/2024 17:12:59,1727356379692,-4,26/09/2024 09:12:59,187004,3,task-mkiw,repeat-3dmk#3->-repeat-tj2w#1,40291264,BLIND,11758523,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,0,Retry (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Retry Instructions,Screen 1,iwrmq7,1,continue,,1693.7840000003725,1681.7340000000004,1693.7840000003725,1693.7840000003725,1681.7340000000004,1693.7840000003725,1,1693.7840000003725,0,0,,Click To Continue,Continue Button,2,object-2,Retry Instructions,,69
3,1727370779702,26/09/2024 17:12:59,1727356379702,-4,26/09/2024 09:12:59,187004,3,task-mkiw,repeat-3dmk#3->-repeat-tj2w#1,40291264,BLIND,11758523,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,0,Retry (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1727370774629,26/09/2024 17:12:54,1727352774629,-5,26/09/2024 07:12:54,187004,3,task-mkiw,repeat-3dmk#2->-repeat-tj2w#1,40291270,BLIND,11758428,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1504x1003,1504x834,,,0,Retry (Memory),2,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
