Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1731604535512,14/11/2024 17:15:35,1731582935512,-6,14/11/2024 05:15:35,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1731604537215,14/11/2024 17:15:37,1731582937215,-6,14/11/2024 05:15:37,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1731.8200000238417,1727.02,1731.8200000238417,1731.8200000238417,1727.02,1731.8200000238417,1,1731.8200000238417,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1731604540204,14/11/2024 17:15:40,1731582940204,-6,14/11/2024 05:15:40,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2994.900000017881,2993.0999999999995,2994.900000017881,2994.900000017881,2993.0999999999995,2994.900000017881,1,2994.900000017881,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1731604544138,14/11/2024 17:15:44,1731582944138,-6,14/11/2024 05:15:44,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,3934.500000005961,3927.6000000000004,3934.500000005961,3934.500000005961,3927.6000000000004,3934.500000005961,1,3934.500000005961,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1731604552511,14/11/2024 17:15:52,1731582952511,-6,14/11/2024 05:15:52,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,3,7388,7374.299999999999,7388,7388,7374.299999999999,7388,1,7388,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,2
6,1731604558560,14/11/2024 17:15:58,1731582958560,-6,14/11/2024 05:15:58,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,4,5059.500000011922,5043.299999999999,5059.500000011922,5059.500000011922,5043.299999999999,5059.500000011922,0,5059.500000011922,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1731604559554,14/11/2024 17:15:59,1731582959554,-6,14/11/2024 05:15:59,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,41353052,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,23907,,,,0,,,,,,,,,,,,,,,,,
1,1731604588897,14/11/2024 17:16:28,1731582988897,-6,14/11/2024 05:16:28,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#3,41353094,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1731604590040,14/11/2024 17:16:30,1731582990040,-6,14/11/2024 05:16:30,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#3,41353094,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1193.9759999999997,1177.2759999999998,1193.9759999999997,1193.9759999999997,1177.2759999999998,1193.9759999999997,1,1193.9759999999997,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1731604593013,14/11/2024 17:16:33,1731582993013,-6,14/11/2024 05:16:33,187004,8,task-xcgh,repeat-3dmk#4->-repeat-tj2w#3,41353094,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2995.2999999821186,2993.5,2995.2999999821186,2995.2999999821186,2993.5,2995.2999999821186,1,2995.2999999821186,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
