Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1731605777746,14/11/2024 17:36:17,1731584177746,-6,14/11/2024 05:36:17,187004,8,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#3,41353910,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1731605920732,14/11/2024 17:38:40,1731584320732,-6,14/11/2024 05:38:40,187004,8,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#3,41353910,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,142928,,,,
1,1731606976648,14/11/2024 17:56:16,1731588976648,-5,14/11/2024 07:56:16,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#5,41354584,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1731606980412,14/11/2024 17:56:20,1731588980412,-5,14/11/2024 07:56:20,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#5,41354584,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,3753,,,,
1,1731608261326,14/11/2024 18:17:41,1731590261326,-5,14/11/2024 08:17:41,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1,41355185,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,,,,,info,,BEGIN,,,,,
2,1731608322346,14/11/2024 18:18:42,1731590322346,-5,14/11/2024 08:18:42,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1,41355185,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,,,,,info,,END,60950,,,,
1,1731608596074,14/11/2024 18:23:16,1731579796074,-8,14/11/2024 02:23:16,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#1,41355331,BLIND,12063966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1223x816,1223x690,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Accurate,,,,,,info,,BEGIN,,,,,
2,1731608604743,14/11/2024 18:23:24,1731579804743,-8,14/11/2024 02:23:24,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#1,41355331,BLIND,12063966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1223x816,1223x690,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Accurate,,,,,,info,,END,8655,,,,
1,1731609734741,14/11/2024 18:42:14,1731591734741,-5,14/11/2024 08:42:14,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2,41355693,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1731609739045,14/11/2024 18:42:19,1731591739045,-5,14/11/2024 08:42:19,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2,41355693,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,4292,,,,
1,1731610917339,14/11/2024 19:01:57,1731592917339,-5,14/11/2024 09:01:57,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#3,41356145,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1731610931702,14/11/2024 19:02:11,1731592931702,-5,14/11/2024 09:02:11,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#3,41356145,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,14346,,,,
1,1731611942161,14/11/2024 19:19:02,1731593942161,-5,14/11/2024 09:19:02,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#2,41356509,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1731611968716,14/11/2024 19:19:28,1731593968716,-5,14/11/2024 09:19:28,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#2,41356509,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,26538,,,,
END OF FILE
