Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: ,Spreadsheet: randomise,Manipulation: Spreadsheet
11,1731524804926,13/11/2024 19:06:44,1731506804926,-5,13/11/2024 09:06:44,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),3,image,Screen 4,4bf4ft,1,timedOut,,1000.7000000059597,1000.0999999999985,1000.7000000059597,1000.7000000059597,1000.0999999999985,1000.7000000059597,0,1000.7000000059597,0,0,,Time Limit,screen,0,screen,image,,filler,J,Landscapes_052_h.jpg,,1,
12,1731524805325,13/11/2024 19:06:45,1731506805325,-5,13/11/2024 09:06:45,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),3,image,Screen 5,nseref,2,continue,,399.90000000000146,399.90000000000146,399.90000000000146,399.90000000000146,399.90000000000146,399.90000000000146,1,399.90000000000146,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,Landscapes_052_h.jpg,,1,
13,1731524805865,13/11/2024 19:06:45,1731506805865,-5,13/11/2024 09:06:45,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),4,image,Screen 4,4bf4ft,1,response,F,540.2000000059597,533.5,540.2000000059597,540.2000000059597,533.5,540.2000000059597,0,540.2000000059597,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,window,J,8979facd2551c9b4d2ed46316c3109e3.jpg,,2,
14,1731524806326,13/11/2024 19:06:46,1731506806326,-5,13/11/2024 09:06:46,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),4,image,Screen 4,4bf4ft,1,timedOut,,1001.599999997019,1000.0999999999985,1001.599999997019,1001.599999997019,1000.0999999999985,1001.599999997019,0,1001.599999997019,0,0,,Time Limit,screen,0,screen,image,,window,J,8979facd2551c9b4d2ed46316c3109e3.jpg,,2,
15,1731524806725,13/11/2024 19:06:46,1731506806725,-5,13/11/2024 09:06:46,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),4,image,Screen 5,nseref,2,continue,,400.1000000000022,400.1000000000022,400.1000000000022,400.1000000000022,400.1000000000022,400.1000000000022,1,400.1000000000022,0,0,,Fixation Timing,Fixation,1,object-45,image,,window,J,8979facd2551c9b4d2ed46316c3109e3.jpg,,2,
16,1731524807185,13/11/2024 19:06:47,1731506807185,-5,13/11/2024 09:06:47,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),5,image,Screen 4,4bf4ft,1,response,F,459.6999999940381,450.09999999999854,459.6999999940381,459.6999999940381,450.09999999999854,459.6999999940381,0,459.6999999940381,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,window,J,Landscapes_045_h.jpg,,2,
17,1731524807726,13/11/2024 19:06:47,1731506807726,-5,13/11/2024 09:06:47,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),5,image,Screen 4,4bf4ft,1,timedOut,,1000.5999999999985,1000.0999999999985,1000.5999999999985,1000.5999999999985,1000.0999999999985,1000.5999999999985,0,1000.5999999999985,0,0,,Time Limit,screen,0,screen,image,,window,J,Landscapes_045_h.jpg,,2,
18,1731524808125,13/11/2024 19:06:48,1731506808125,-5,13/11/2024 09:06:48,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),5,image,Screen 5,nseref,2,continue,,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,1,400.09999999999854,0,0,,Fixation Timing,Fixation,1,object-45,image,,window,J,Landscapes_045_h.jpg,,2,
19,1731524808681,13/11/2024 19:06:48,1731506808681,-5,13/11/2024 09:06:48,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),6,image,Screen 4,4bf4ft,1,response,F,555.6999999970212,549.9000000000015,555.6999999970212,555.6999999970212,549.9000000000015,555.6999999970212,0,555.6999999970212,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,window,J,4c439fd6c90fcac1d9c247e0d30db57a.jpg,,2,
20,1731524809127,13/11/2024 19:06:49,1731506809127,-5,13/11/2024 09:06:49,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),6,image,Screen 4,4bf4ft,1,timedOut,,1001.4000000000015,999.9000000000015,1001.4000000000015,1001.4000000000015,999.9000000000015,1001.4000000000015,0,1001.4000000000015,0,0,,Time Limit,screen,0,screen,image,,window,J,4c439fd6c90fcac1d9c247e0d30db57a.jpg,,2,
21,1731524809525,13/11/2024 19:06:49,1731506809525,-5,13/11/2024 09:06:49,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),6,image,Screen 5,nseref,2,continue,,400.2000000000007,400.2000000000007,400.2000000000007,400.2000000000007,400.2000000000007,400.2000000000007,1,400.2000000000007,0,0,,Fixation Timing,Fixation,1,object-45,image,,window,J,4c439fd6c90fcac1d9c247e0d30db57a.jpg,,2,
22,1731524810096,13/11/2024 19:06:50,1731506810096,-5,13/11/2024 09:06:50,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),7,image,Screen 4,4bf4ft,1,response,F,571.099999997019,566.7000000000007,571.099999997019,571.099999997019,566.7000000000007,571.099999997019,1,571.099999997019,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,target,F,NegMidNonsoc_20.jpg,,,
23,1731524810526,13/11/2024 19:06:50,1731506810526,-5,13/11/2024 09:06:50,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),7,image,Screen 4,4bf4ft,1,timedOut,,1000.7000000059597,1000,1000.7000000059597,1000.7000000059597,1000,1000.7000000059597,0,1000.7000000059597,0,0,,Time Limit,screen,0,screen,image,,target,F,NegMidNonsoc_20.jpg,,,
24,1731524810926,13/11/2024 19:06:50,1731506810926,-5,13/11/2024 09:06:50,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),7,image,Screen 5,nseref,2,continue,,400,400,400,400,400,400,1,400,0,0,,Fixation Timing,Fixation,1,object-45,image,,target,F,NegMidNonsoc_20.jpg,,,
25,1731524811927,13/11/2024 19:06:51,1731506811927,-5,13/11/2024 09:06:51,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),8,image,Screen 4,4bf4ft,1,timedOut,,1001.5000000029795,1000,1001.5000000029795,1001.5000000029795,1000,1001.5000000029795,0,1001.5000000029795,0,0,,Time Limit,screen,0,screen,image,,target,F,NegMidNonsoc_20.jpg,,,
26,1731524812327,13/11/2024 19:06:52,1731506812327,-5,13/11/2024 09:06:52,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),8,image,Screen 5,nseref,2,continue,,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,1,400.09999999999854,0,0,,Fixation Timing,Fixation,1,object-45,image,,target,F,NegMidNonsoc_20.jpg,,,
27,1731524812648,13/11/2024 19:06:52,1731506812648,-5,13/11/2024 09:06:52,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),9,image,Screen 4,4bf4ft,1,response,F,322.9999999970205,316.7000000000007,322.9999999970205,322.9999999970205,316.7000000000007,322.9999999970205,0,322.9999999970205,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,Landscapes_017_h.jpg,,1,
28,1731524813326,13/11/2024 19:06:53,1731506813326,-5,13/11/2024 09:06:53,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),9,image,Screen 4,4bf4ft,1,timedOut,,1000.7000000000007,1000.1000000000022,1000.7000000000007,1000.7000000000007,1000.1000000000022,1000.7000000000007,0,1000.7000000000007,0,0,,Time Limit,screen,0,screen,image,,filler,J,Landscapes_017_h.jpg,,1,
29,1731524813726,13/11/2024 19:06:53,1731506813726,-5,13/11/2024 09:06:53,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),9,image,Screen 5,nseref,2,continue,,400,400,400,400,400,400,1,400,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,Landscapes_017_h.jpg,,1,
30,1731524814313,13/11/2024 19:06:54,1731506814313,-5,13/11/2024 09:06:54,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),10,image,Screen 4,4bf4ft,1,response,F,586.8999999970183,583.2999999999993,586.8999999970183,586.8999999970183,583.2999999999993,586.8999999970183,0,586.8999999970183,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,Landscapes_066_h.jpg,,1,
31,1731524814726,13/11/2024 19:06:54,1731506814726,-5,13/11/2024 09:06:54,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),10,image,Screen 4,4bf4ft,1,timedOut,,1000.500000005959,999.8999999999978,1000.500000005959,1000.500000005959,999.8999999999978,1000.500000005959,0,1000.500000005959,0,0,,Time Limit,screen,0,screen,image,,filler,J,Landscapes_066_h.jpg,,1,
32,1731524815126,13/11/2024 19:06:55,1731506815126,-5,13/11/2024 09:06:55,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),10,image,Screen 5,nseref,2,continue,,400.2999999999993,400.2999999999993,400.2999999999993,400.2999999999993,400.2999999999993,400.2999999999993,1,400.2999999999993,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,Landscapes_066_h.jpg,,1,
33,1731524815585,13/11/2024 19:06:55,1731506815585,-5,13/11/2024 09:06:55,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),11,image,Screen 4,4bf4ft,1,response,F,458.90000000000146,449.8000000000029,458.90000000000146,458.90000000000146,449.8000000000029,458.90000000000146,0,458.90000000000146,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,fde5736d346afa70585fdc64dace1fdf.jpg,,1,
34,1731524816126,13/11/2024 19:06:56,1731506816126,-5,13/11/2024 09:06:56,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),11,image,Screen 4,4bf4ft,1,timedOut,,1000.3000000059619,999.9000000000015,1000.3000000059619,1000.3000000059619,999.9000000000015,1000.3000000059619,0,1000.3000000059619,0,0,,Time Limit,screen,0,screen,image,,filler,J,fde5736d346afa70585fdc64dace1fdf.jpg,,1,
35,1731524816526,13/11/2024 19:06:56,1731506816526,-5,13/11/2024 09:06:56,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),11,image,Screen 5,nseref,2,continue,,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,400.09999999999854,1,400.09999999999854,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,fde5736d346afa70585fdc64dace1fdf.jpg,,1,
36,1731524816977,13/11/2024 19:06:56,1731506816977,-5,13/11/2024 09:06:56,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),12,image,Screen 4,4bf4ft,1,response,F,449.9000000000051,433.3000000000029,449.9000000000051,449.9000000000051,433.3000000000029,449.9000000000051,0,449.9000000000051,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,7e7c6491904659cda90b353efa05c36c.jpg,,1,
37,1731524817527,13/11/2024 19:06:57,1731506817527,-5,13/11/2024 09:06:57,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),12,image,Screen 4,4bf4ft,1,timedOut,,1000.6000000029817,1000,1000.6000000029817,1000.6000000029817,1000,1000.6000000029817,0,1000.6000000029817,0,0,,Time Limit,screen,0,screen,image,,filler,J,7e7c6491904659cda90b353efa05c36c.jpg,,1,
38,1731524817927,13/11/2024 19:06:57,1731506817927,-5,13/11/2024 09:06:57,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),12,image,Screen 5,nseref,2,continue,,400,400,400,400,400,400,1,400,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,7e7c6491904659cda90b353efa05c36c.jpg,,1,
39,1731524818505,13/11/2024 19:06:58,1731506818505,-5,13/11/2024 09:06:58,187004,8,task-5hh6,repeat-3dmk#2,41321032,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,stim set 2 (50 targs + skips),stim set 2 (50 targs + skips),13,image,Screen 4,4bf4ft,1,response,F,579.1000000029817,566.7000000000044,579.1000000029817,579.1000000029817,566.7000000000044,579.1000000029817,0,579.1000000029817,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,1e31bf1c05c2786e4e14276e30f4cd5c.jpg,,1,
