Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1731605248865,14/11/2024 17:27:28,1731587248865,-5,14/11/2024 07:27:28,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1731605612750,14/11/2024 17:33:32,1731587612750,-5,14/11/2024 07:33:32,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,363796.2000000022,363793.3,363796.2000000022,363796.2000000022,363793.3,363796.2000000022,1,363796.2000000022,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1731605613828,14/11/2024 17:33:33,1731587613828,-5,14/11/2024 07:33:33,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,1081.300000000745,1076.5999999999767,1081.300000000745,1081.300000000745,1076.5999999999767,1081.300000000745,1,1081.300000000745,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1731605613834,14/11/2024 17:33:33,1731587613834,-5,14/11/2024 07:33:33,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,7,0,7,7,0,7,1,7,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
5,1731605617421,14/11/2024 17:33:37,1731587617421,-5,14/11/2024 07:33:37,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,continue,,3597.0999999999767,3590.2000000000116,3597.0999999999767,3597.0999999999767,3590.2000000000116,3597.0999999999767,1,3597.0999999999767,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
6,1731605617422,14/11/2024 17:33:37,1731587617422,-5,14/11/2024 07:33:37,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,response,7,2173.2000000000116,3590.2000000000116,3597.0999999999767,2173.2000000000116,3590.2000000000116,3597.0999999999767,1,2173.2000000000116,1423.899999999965,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
7,1731605617427,14/11/2024 17:33:37,1731587617427,-5,14/11/2024 07:33:37,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,info,,6.899999999965075,0,6.899999999965075,6.899999999965075,0,6.899999999965075,1,6.899999999965075,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
8,1731605620553,14/11/2024 17:33:40,1731587620553,-5,14/11/2024 07:33:40,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,continue,,3139.2999999999884,3132,3139.2999999999884,3139.2999999999884,3132,3139.2999999999884,1,3139.2999999999884,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
9,1731605620554,14/11/2024 17:33:40,1731587620554,-5,14/11/2024 07:33:40,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,response,8,1527.9000000000233,3132,3139.2999999999884,1527.9000000000233,3132,3139.2999999999884,1,1527.9000000000233,1611.399999999965,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
10,1731605620555,14/11/2024 17:33:40,1731587620555,-5,14/11/2024 07:33:40,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,41353571,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,END,,,371667,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1731605346284,14/11/2024 17:29:06,1731587346284,-5,14/11/2024 07:29:06,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#1,41353651,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1731605348075,14/11/2024 17:29:08,1731587348075,-5,14/11/2024 07:29:08,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#1,41353651,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,1565.5,1549,1565.5,1565.5,1549,1565.5,1,1565.5,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1731605371988,14/11/2024 17:29:31,1731587371988,-5,14/11/2024 07:29:31,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#1,41353651,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,23932.00000000298,23915.6,23932.00000000298,23932.00000000298,23915.6,23932.00000000298,1,23932.00000000298,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1731605372053,14/11/2024 17:29:32,1731587372053,-5,14/11/2024 07:29:32,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#1,41353651,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,16.599999999998545,0,16.599999999998545,16.599999999998545,0,16.599999999998545,1,16.599999999998545,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
5,1731605377702,14/11/2024 17:29:37,1731587377702,-5,14/11/2024 07:29:37,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#1,41353651,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,continue,,5730.500000004471,5716.000000000004,5730.500000004471,5730.500000004471,5716.000000000004,5730.500000004471,1,5730.500000004471,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
6,1731605377703,14/11/2024 17:29:37,1731587377703,-5,14/11/2024 07:29:37,187004,8,task-cax2,repeat-3dmk#2->-repeat-ku6w#1,41353651,BLIND,12063955,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,response,8,4283.100000000002,5716.000000000004,5731.400000002981,4283.100000000002,5716.000000000004,5731.400000002981,1,4283.100000000002,1448.3000000029788,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
