Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1731524565722,13/11/2024 19:02:45,1731506565722,-5,13/11/2024 09:02:45,187004,8,task-efz1,,41320816,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1731524584542,13/11/2024 19:03:04,1731506584542,-5,13/11/2024 09:03:04,187004,8,task-efz1,,41320816,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,18836.99800000596,18829.498,18836.99800000596,18836.99800000596,18829.498,18836.99800000596,1,18836.99800000596,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1731524584546,13/11/2024 19:03:04,1731506584546,-5,13/11/2024 09:03:04,187004,8,task-efz1,,41320816,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,18796,,,,0,,,,,,,,,,,
1,1731524569447,13/11/2024 19:02:49,1731506569447,-5,13/11/2024 09:02:49,187004,8,task-efz1,,41320823,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Study Welcome,16,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1731524590163,13/11/2024 19:03:10,1731506590163,-5,13/11/2024 09:03:10,187004,8,task-efz1,,41320823,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Study Welcome,16,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,20734.562,20717.962,20734.562,20734.562,20717.962,20734.562,1,20734.562,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1731524590169,13/11/2024 19:03:10,1731506590169,-5,13/11/2024 09:03:10,187004,8,task-efz1,,41320823,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Study Welcome,16,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,20701,,,,0,,,,,,,,,,,
1,1731524587266,13/11/2024 19:03:07,1731506587266,-5,13/11/2024 09:03:07,187004,8,task-efz1,,41320833,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1731524603715,13/11/2024 19:03:23,1731506603715,-5,13/11/2024 09:03:23,187004,8,task-efz1,,41320833,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,16466.29800000149,16456.698,16466.29800000149,16466.29800000149,16456.698,16466.29800000149,1,16466.29800000149,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1731524603717,13/11/2024 19:03:23,1731506603717,-5,13/11/2024 09:03:23,187004,8,task-efz1,,41320833,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,16431,,,,0,,,,,,,,,,,
1,1731524635888,13/11/2024 19:03:55,1731503035888,-6,13/11/2024 07:03:55,187004,8,task-efz1,,41320881,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Study Welcome,16,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
