Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Manipulation: Spreadsheet,Store: Total,Store: correct
1,1731524627183,13/11/2024 19:03:47,1731506627183,-5,13/11/2024 09:03:47,187004,8,task-icdl,,41320871,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1731524632834,13/11/2024 19:03:52,1731506632834,-5,13/11/2024 09:03:52,187004,8,task-icdl,,41320871,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,5670.70000000298,5667.1,5670.70000000298,5670.70000000298,5667.1,5670.70000000298,1,5670.70000000298,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1731524632835,13/11/2024 19:03:52,1731506632835,-5,13/11/2024 09:03:52,187004,8,task-icdl,,41320871,BLIND,12063934,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1305,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,5640,,,,0,,,,,,,,,,,,,,,,
1,1731524642610,13/11/2024 19:04:02,1731506642610,-5,13/11/2024 09:04:02,187004,8,task-icdl,,41320887,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1731524681735,13/11/2024 19:04:41,1731506681735,-5,13/11/2024 09:04:41,187004,8,task-icdl,,41320887,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,39132.2,39115.5,39132.2,39132.2,39115.5,39132.2,1,39132.2,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1731524681738,13/11/2024 19:04:41,1731506681738,-5,13/11/2024 09:04:41,187004,8,task-icdl,,41320887,BLIND,12063937,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x953,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,39117,,,,0,,,,,,,,,,,,,,,,
1,1731524664373,13/11/2024 19:04:24,1731506664373,-5,13/11/2024 09:04:24,187004,8,task-icdl,,41320913,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1731524666176,13/11/2024 19:04:26,1731506666176,-5,13/11/2024 09:04:26,187004,8,task-icdl,,41320913,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1818.3000000238417,1805.8999999999996,1818.3000000238417,1818.3000000238417,1805.8999999999996,1818.3000000238417,1,1818.3000000238417,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1731524666177,13/11/2024 19:04:26,1731506666177,-5,13/11/2024 09:04:26,187004,8,task-icdl,,41320913,BLIND,12063932,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1440x900,1401x668,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1793,,,,0,,,,,,,,,,,,,,,,
1,1731524758589,13/11/2024 19:05:58,1731495958589,-8,13/11/2024 03:05:58,187004,8,task-icdl,,41321001,BLIND,12063966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1223x816,612x672,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1731524760013,13/11/2024 19:06:00,1731495960013,-8,13/11/2024 03:06:00,187004,8,task-icdl,,41321001,BLIND,12063966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1223x816,612x672,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1430.5000000000005,1413.9,1430.5000000000005,1430.5000000000005,1413.9,1430.5000000000005,1,1430.5000000000005,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1731524760015,13/11/2024 19:06:00,1731495960015,-8,13/11/2024 03:06:00,187004,8,task-icdl,,41321001,BLIND,12063966,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1223x816,612x672,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1414,,,,0,,,,,,,,,,,,,,,,
1,1731524764733,13/11/2024 19:06:04,1731503164733,-6,13/11/2024 07:06:04,187004,8,task-icdl,,41321007,BLIND,12063954,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
