Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1731604587480,14/11/2024 17:16:27,1731586587480,-5,14/11/2024 07:16:27,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1731604589170,14/11/2024 17:16:29,1731586589170,-5,14/11/2024 07:16:29,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1697.2000000007451,1694.6,1697.2000000007451,1697.2000000007451,1694.6,1697.2000000007451,1,1697.2000000007451,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1731604592168,14/11/2024 17:16:32,1731586592168,-5,14/11/2024 07:16:32,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.4000000014903,3000.3,3001.4000000014903,3001.4000000014903,3000.3,3001.4000000014903,1,3001.4000000014903,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1731604595697,14/11/2024 17:16:35,1731586595697,-5,14/11/2024 07:16:35,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,6,3529.699999999255,3527.5,3529.699999999255,3529.699999999255,3527.5,3529.699999999255,0,3529.699999999255,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,1
5,1731604601523,14/11/2024 17:16:41,1731586601523,-5,14/11/2024 07:16:41,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,1,4828.1,4826.5,4828.1,4828.1,4826.5,4828.1,0,4828.1,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,2
6,1731604609979,14/11/2024 17:16:49,1731586609979,-5,14/11/2024 07:16:49,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,3,7457.499999999254,7451.399999999998,7457.499999999254,7457.499999999254,7451.399999999998,7457.499999999254,0,7457.499999999254,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,3
7,1731604610974,14/11/2024 17:16:50,1731586610974,-5,14/11/2024 07:16:50,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41353091,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,23471,,,,0,,,,,,,,,,,,,,,,,
1,1731604632680,14/11/2024 17:17:12,1731586632680,-5,14/11/2024 07:17:12,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,41353134,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1731604633819,14/11/2024 17:17:13,1731586633819,-5,14/11/2024 07:17:13,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,41353134,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1144.800000000745,1139,1144.800000000745,1144.800000000745,1139,1144.800000000745,1,1144.800000000745,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1731604636813,14/11/2024 17:17:16,1731586636813,-5,14/11/2024 07:17:16,187004,8,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,41353134,BLIND,12064171,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x730,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.300000000745,2999.6000000000004,3000.300000000745,3000.300000000745,2999.6000000000004,3000.300000000745,1,3000.300000000745,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
