Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1737474692076,21/01/2025 15:51:32,1737456692076,-5,21/01/2025 05:51:32,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737474702943,21/01/2025 15:51:42,1737456702943,-5,21/01/2025 05:51:42,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,10556.900000000001,10540.2,10556.900000000001,10556.900000000001,10540.2,10556.900000000001,1,10556.900000000001,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1737474719371,21/01/2025 15:51:59,1737456719371,-5,21/01/2025 05:51:59,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,16443.800000000003,16427.2,16443.800000000003,16443.800000000003,16427.2,16443.800000000003,1,16443.800000000003,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1737474723262,21/01/2025 15:52:03,1737456723262,-5,21/01/2025 05:52:03,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,3910.2999999999993,3905.399999999998,3910.2999999999993,3910.2999999999993,3905.399999999998,3910.2999999999993,1,3910.2999999999993,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1737474727862,21/01/2025 15:52:07,1737456727862,-5,21/01/2025 05:52:07,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,4604.700000011922,4590.700000000004,4604.700000011922,4604.700000011922,4590.700000000004,4604.700000011922,1,4604.700000011922,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1737474732413,21/01/2025 15:52:12,1737456732413,-5,21/01/2025 05:52:12,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,4565.200000000004,4548.5,4565.200000000004,4565.200000000004,4548.5,4565.200000000004,1,4565.200000000004,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
7,1737474732419,21/01/2025 15:52:12,1737456732419,-5,21/01/2025 05:52:12,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#1,42630491,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,,,,,,info,END,,,40137,,,,0,,,,,,,,,,,,,,,,
1,1737474789758,21/01/2025 15:53:09,1737456789758,-5,21/01/2025 05:53:09,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#2,42630594,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737474792703,21/01/2025 15:53:12,1737456792703,-5,21/01/2025 05:53:12,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#2,42630594,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,2819.200000011921,2814.5000000000005,2819.200000011921,2819.200000011921,2814.5000000000005,2819.200000011921,1,2819.200000011921,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1737474814022,21/01/2025 15:53:34,1737456814022,-5,21/01/2025 05:53:34,153647,19,task-x1rt,repeat-3dmk#3->-repeat-ku6w#2,42630594,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,21324.600000047685,21317.4,21324.600000047685,21324.600000047685,21317.4,21324.600000047685,1,21324.600000047685,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
