Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1737475151120,21/01/2025 15:59:11,1737457151120,-5,21/01/2025 05:59:11,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1737475158284,21/01/2025 15:59:18,1737457158284,-5,21/01/2025 05:59:18,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,6918.8,6911.3,6918.8,6918.8,6911.3,6918.8,1,6918.8,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1737475162015,21/01/2025 15:59:22,1737457162015,-5,21/01/2025 05:59:22,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,3739,3731.2999999999993,3739,3739,3731.2999999999993,3739,1,3739,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1737475179451,21/01/2025 15:59:39,1737457179451,-5,21/01/2025 05:59:39,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,17443.600000035764,17429.600000000002,17443.600000035764,17443.600000035764,17429.600000000002,17443.600000035764,1,17443.600000035764,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1737475179482,21/01/2025 15:59:39,1737457179482,-5,21/01/2025 05:59:39,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,16.600000000002183,0,16.600000000002183,16.600000000002183,0,16.600000000002183,1,16.600000000002183,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1737475207534,21/01/2025 16:00:07,1737457207534,-5,21/01/2025 06:00:07,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,28097.20000002384,28094.4,28097.20000002384,28097.20000002384,28094.4,28097.20000002384,1,28097.20000002384,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1737475207537,21/01/2025 16:00:07,1737457207537,-5,21/01/2025 06:00:07,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,12892.799999999996,28094.4,28100.1,12892.799999999996,28094.4,28100.1,1,12892.799999999996,15207.300000000003,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1737475207553,21/01/2025 16:00:07,1737457207553,-5,21/01/2025 06:00:07,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,16.700000000004366,0,16.700000000004366,16.700000000004366,0,16.700000000004366,1,16.700000000004366,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1737475214295,21/01/2025 16:00:14,1737457214295,-5,21/01/2025 06:00:14,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,6763.199999999997,6757.800000000003,6763.199999999997,6763.199999999997,6757.800000000003,6763.199999999997,1,6763.199999999997,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1737475214295,21/01/2025 16:00:14,1737457214295,-5,21/01/2025 06:00:14,153647,19,task-7g1b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#1,42630882,BLIND,12435205,,complete,,678fbe4871e039f136595285,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,1,4649.399999999994,6757.800000000003,6764.000000011918,4649.399999999994,6757.800000000003,6764.000000011918,1,4649.399999999994,2114.600000011924,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
