Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1737474996400,21/01/2025 15:56:36,1737453396400,-6,21/01/2025 03:56:36,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737474999476,21/01/2025 15:56:39,1737453399476,-6,21/01/2025 03:56:39,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,1,image,Screen 3,zz7hbh,1,response,1,2708.500000047684,2700.3,2708.500000047684,2708.500000047684,2700.3,2708.500000047684,1,2708.500000047684,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,Explosion 1.jpg,
3,1737475001914,21/01/2025 15:56:41,1737453401914,-6,21/01/2025 03:56:41,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,2,image,Screen 3,zz7hbh,1,response,6,2447.100000023842,2433.1000000000004,2447.100000023842,2447.100000023842,2433.1000000000004,2447.100000023842,1,2447.100000023842,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,fe8a11cc838003636cbdcb32160e1153.jpg,
4,1737475004546,21/01/2025 15:56:44,1737453404546,-6,21/01/2025 03:56:44,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,3,image,Screen 3,zz7hbh,1,response,2,2645.3999999999996,2633.5,2645.3999999999996,2645.3999999999996,2633.5,2645.3999999999996,1,2645.3999999999996,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,1ec3da084ef6bb404b0f4e706f3dca08.jpg,
5,1737475008270,21/01/2025 15:56:48,1737453408270,-6,21/01/2025 03:56:48,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,4,image,Screen 3,zz7hbh,1,response,3,3736.300000095367,3733.3999999999996,3736.300000095367,3736.300000095367,3733.3999999999996,3736.300000095367,1,3736.300000095367,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,04010bc443e63d3299791526581d1c6a.jpg,
6,1737475010199,21/01/2025 15:56:50,1737453410199,-6,21/01/2025 03:56:50,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,5,image,Screen 3,zz7hbh,1,response,5,1932,1916.5,1932,1932,1916.5,1932,1,1932,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,3d1624eb4c35402296bf9bc2e790f343.jpg,
7,1737475012097,21/01/2025 15:56:52,1737453412097,-6,21/01/2025 03:56:52,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,6,image,Screen 3,zz7hbh,1,response,4,1913.7000000476837,1899.9000000000015,1913.7000000476837,1913.7000000476837,1899.9000000000015,1913.7000000476837,1,1913.7000000476837,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1f400d28261cb15a25e91e7be56110ba.jpg,
8,1737475014226,21/01/2025 15:56:54,1737453414226,-6,21/01/2025 03:56:54,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,7,image,Screen 3,zz7hbh,1,response,4,2142.500000095366,2133.699999999997,2142.500000095366,2142.500000095366,2133.699999999997,2142.500000095366,1,2142.500000095366,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,NegMidNonsoc_3.jpg,
9,1737475016596,21/01/2025 15:56:56,1737453416596,-6,21/01/2025 03:56:56,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,8,image,Screen 3,zz7hbh,1,response,2,2379.200000071527,2366.600000000002,2379.200000071527,2379.200000071527,2366.600000000002,2379.200000071527,1,2379.200000071527,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,6a8a7d8712318130339bb151a1a480d1.jpg,
10,1737475018673,21/01/2025 15:56:58,1737453418673,-6,21/01/2025 03:56:58,153647,19,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,42630746,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,9,image,Screen 3,zz7hbh,1,response,6,2089.400000023841,2083.399999999998,2089.400000023841,2089.400000023841,2083.399999999998,2089.400000023841,1,2089.400000023841,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,Volcano 1.jpg,
