Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1737474657331,21/01/2025 15:50:57,1737456657331,-5,21/01/2025 05:50:57,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1737474662850,21/01/2025 15:51:02,1737456662850,-5,21/01/2025 05:51:02,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,13501.700000047684,13498.5,13501.700000047684,13501.700000047684,13498.5,13501.700000047684,1,13501.700000047684,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1737474665826,21/01/2025 15:51:05,1737456665826,-5,21/01/2025 05:51:05,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2999.400000035763,2998.4000000000015,2999.400000035763,2999.400000035763,2998.4000000000015,2999.400000035763,1,2999.400000035763,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1737474673031,21/01/2025 15:51:13,1737456673031,-5,21/01/2025 05:51:13,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,7195.999999999996,7179.399999999998,7195.999999999996,7195.999999999996,7179.399999999998,7195.999999999996,1,7195.999999999996,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1737474677306,21/01/2025 15:51:17,1737456677306,-5,21/01/2025 05:51:17,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,1,3301.2999999999993,3298.2000000000007,3301.2999999999993,3301.2999999999993,3298.2000000000007,3301.2999999999993,0,3301.2999999999993,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1737474688538,21/01/2025 15:51:28,1737456688538,-5,21/01/2025 05:51:28,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,4,10236.500000035761,10227.699999999997,10236.500000035761,10236.500000035761,10227.699999999997,10236.500000035761,0,10236.500000035761,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,3
7,1737474689531,21/01/2025 15:51:29,1737456689531,-5,21/01/2025 05:51:29,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#1,42630456,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,32057,,,,0,,,,,,,,,,,,,,,,,
1,1737474736209,21/01/2025 15:52:16,1737456736209,-5,21/01/2025 05:52:16,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,42630537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1737474738628,21/01/2025 15:52:18,1737456738628,-5,21/01/2025 05:52:18,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,42630537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,2444.264000011921,2435.964,2444.264000011921,2444.264000011921,2435.964,2444.264000011921,1,2444.264000011921,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1737474741617,21/01/2025 15:52:21,1737456741617,-5,21/01/2025 05:52:21,153647,19,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,42630537,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2999.099999964237,2998.2999999999993,2999.099999964237,2999.099999964237,2998.2999999999993,2999.099999964237,1,2999.099999964237,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
