Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
9,1737473652712,21/01/2025 15:34:12,1737455652712,-5,21/01/2025 05:34:12,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,522.3000000357642,516.3000000000029,522.3000000357642,522.3000000357642,516.3000000000029,522.3000000357642,1,522.3000000357642,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1737473653706,21/01/2025 15:34:13,1737455653706,-5,21/01/2025 05:34:13,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,499.8000000000029,499.8000000000029,499.8000000000029,499.8000000000029,499.8000000000029,499.8000000000029,1,499.8000000000029,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1737473654154,21/01/2025 15:34:14,1737455654154,-5,21/01/2025 05:34:14,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,447.69999998807907,433,447.69999998807907,447.69999998807907,433,447.69999998807907,0,447.69999998807907,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1737473655139,21/01/2025 15:34:15,1737455655139,-5,21/01/2025 05:34:15,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,499.8000000000029,499.8000000000029,499.8000000000029,499.8000000000029,499.8000000000029,499.8000000000029,1,499.8000000000029,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1737473655755,21/01/2025 15:34:15,1737455655755,-5,21/01/2025 05:34:15,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,F,616.3999999999942,599.6999999999971,616.3999999999942,616.3999999999942,599.6999999999971,616.3999999999942,1,616.3999999999942,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1737473656738,21/01/2025 15:34:16,1737455656738,-5,21/01/2025 05:34:16,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,499.79999999999563,499.79999999999563,499.79999999999563,499.79999999999563,499.79999999999563,499.79999999999563,1,499.79999999999563,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1737473656739,21/01/2025 15:34:16,1737455656739,-5,21/01/2025 05:34:16,153647,19,task-wzke,repeat-3dmk#1,42629626,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,42558,,,,0,,,,,,,,,,,,,,,
1,1737473699702,21/01/2025 15:34:59,1737455699702,-5,21/01/2025 05:34:59,153647,19,task-wzke,repeat-3dmk#2,42629686,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737473703073,21/01/2025 15:35:03,1737455703073,-5,21/01/2025 05:35:03,153647,19,task-wzke,repeat-3dmk#2,42629686,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,3213.5000000119217,3198.300000000001,3213.5000000119217,3213.5000000119217,3198.300000000001,3213.5000000119217,1,3213.5000000119217,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1737473704946,21/01/2025 15:35:04,1737455704946,-5,21/01/2025 05:35:04,153647,19,task-wzke,repeat-3dmk#2,42629686,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,1888.2999999761578,1882.2999999999993,1888.2999999761578,1888.2999999761578,1882.2999999999993,1888.2999999761578,1,1888.2999999761578,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1737473707939,21/01/2025 15:35:07,1737455707939,-5,21/01/2025 05:35:07,153647,19,task-wzke,repeat-3dmk#2,42629686,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,2999.1999999642376,2998.3999999999996,2999.1999999642376,2999.1999999642376,2998.3999999999996,2999.1999999642376,1,2999.1999999642376,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1737473708353,21/01/2025 15:35:08,1737455708353,-5,21/01/2025 05:35:08,153647,19,task-wzke,repeat-3dmk#2,42629686,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,F,414.59999997615887,399.7000000000007,414.59999997615887,414.59999997615887,399.7000000000007,414.59999997615887,1,414.59999997615887,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1737473709338,21/01/2025 15:35:09,1737455709338,-5,21/01/2025 05:35:09,153647,19,task-wzke,repeat-3dmk#2,42629686,BLIND,12435175,,complete,,678fbd94798f300a6b69ccfc,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x945,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.7000000000007,499.7000000000007,499.7000000000007,499.7000000000007,499.7000000000007,499.7000000000007,1,499.7000000000007,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
